record_id,link_id,timestamp,snr_db,ber,packet_loss_rate,delay_ms,throughput_kbps,link_state
LM-000116,LK-0024,2026-09-08T08:09:00+08:00,96.01,1.00e-09,0.0,34.0,64.0,EXCELLENT
LM-000117,LK-0024,2026-09-08T08:35:00+08:00,94.77,1.00e-09,0.0,38.2,64.0,EXCELLENT
LM-000118,LK-0024,2026-09-08T09:10:00+08:00,98.8,1.00e-09,0.0,34.3,64.0,EXCELLENT
LM-000119,LK-0024,2026-09-08T09:39:00+08:00,96.42,1.00e-09,0.0,39.9,64.0,EXCELLENT
LM-000120,LK-0024,2026-09-08T10:08:00+08:00,100.81,1.00e-09,0.0,35.8,64.0,EXCELLENT
LM-000121,LK-0025,2026-09-08T08:00:00+08:00,79.5,1.00e-09,0.0,31.0,64.0,EXCELLENT
LM-000122,LK-0025,2026-09-08T08:30:00+08:00,80.34,1.00e-09,0.0,34.6,64.0,EXCELLENT
LM-000123,LK-0025,2026-09-08T09:09:00+08:00,78.96,1.00e-09,0.0,40.8,64.0,EXCELLENT
LM-000124,LK-0025,2026-09-08T09:31:00+08:00,80.6,1.00e-09,0.0,33.5,64.0,EXCELLENT
LM-000125,LK-0025,2026-09-08T10:10:00+08:00,75.48,1.00e-09,0.0,38.6,64.0,EXCELLENT
LM-000126,LK-0026,2026-09-08T08:04:00+08:00,68.12,1.00e-09,0.0,42.8,4.8,EXCELLENT
LM-000127,LK-0026,2026-09-08T08:32:00+08:00,79.53,1.00e-09,0.0,40.8,4.8,EXCELLENT
LM-000128,LK-0026,2026-09-08T09:11:00+08:00,70.2,1.00e-09,0.0,37.1,4.8,EXCELLENT
LM-000129,LK-0026,2026-09-08T09:36:00+08:00,70.96,1.00e-09,0.0,31.0,4.8,EXCELLENT
LM-000130,LK-0026,2026-09-08T10:00:00+08:00,73.27,1.00e-09,0.0,37.6,4.8,EXCELLENT
LM-000131,LK-0027,2026-09-08T08:00:00+08:00,85.01,1.00e-09,0.0,41.1,64.0,EXCELLENT
LM-000132,LK-0027,2026-09-08T08:37:00+08:00,88.13,1.00e-09,0.0,35.0,64.0,EXCELLENT
LM-000133,LK-0027,2026-09-08T09:05:00+08:00,82.77,1.00e-09,0.0,40.3,64.0,EXCELLENT
LM-000134,LK-0027,2026-09-08T09:37:00+08:00,79.87,1.00e-09,0.0,38.3,64.0,EXCELLENT
LM-000135,LK-0027,2026-09-08T10:10:00+08:00,85.33,1.00e-09,0.0,40.7,64.0,EXCELLENT
LM-000136,LK-0028,2026-09-08T08:12:00+08:00,92.47,1.00e-09,0.0,41.0,64.0,EXCELLENT
LM-000137,LK-0028,2026-09-08T08:35:00+08:00,92.18,1.00e-09,0.0,37.7,64.0,EXCELLENT
LM-000138,LK-0028,2026-09-08T09:08:00+08:00,92.92,1.00e-09,0.0,38.7,64.0,EXCELLENT
LM-000139,LK-0028,2026-09-08T09:34:00+08:00,88.3,1.00e-09,0.0,42.5,64.0,EXCELLENT
LM-000140,LK-0028,2026-09-08T10:12:00+08:00,90.42,1.00e-09,0.0,30.3,64.0,EXCELLENT
LM-000141,LK-0029,2026-09-08T08:09:00+08:00,76.78,1.00e-09,0.0,29.8,4.8,EXCELLENT
LM-000142,LK-0029,2026-09-08T08:40:00+08:00,88.33,1.00e-09,0.0,36.1,4.8,EXCELLENT
LM-000143,LK-0029,2026-09-08T09:08:00+08:00,94.9,1.00e-09,0.0,36.9,4.8,EXCELLENT
LM-000144,LK-0029,2026-09-08T09:40:00+08:00,87.92,1.00e-09,0.0,32.4,4.8,EXCELLENT
LM-000145,LK-0029,2026-09-08T10:04:00+08:00,83.16,1.00e-09,0.0,32.7,4.8,EXCELLENT
LM-000146,LK-0030,2026-09-08T08:09:00+08:00,88.25,1.00e-09,0.0,37.5,64.0,EXCELLENT
LM-000147,LK-0030,2026-09-08T08:39:00+08:00,89.55,1.00e-09,0.0,37.7,64.0,EXCELLENT
LM-000148,LK-0030,2026-09-08T09:09:00+08:00,88.15,1.00e-09,0.0,34.4,64.0,EXCELLENT
LM-000149,LK-0030,2026-09-08T09:34:00+08:00,90.08,1.00e-09,0.0,42.5,64.0,EXCELLENT
LM-000150,LK-0030,2026-09-08T10:05:00+08:00,95.1,1.00e-09,0.0,36.7,64.0,EXCELLENT
LM-000151,LK-0031,2026-09-08T08:04:00+08:00,89.6,1.00e-09,0.0,32.5,64.0,EXCELLENT
LM-000152,LK-0031,2026-09-08T08:35:00+08:00,84.79,1.00e-09,0.0,35.9,64.0,EXCELLENT
LM-000153,LK-0031,2026-09-08T09:01:00+08:00,85.97,1.00e-09,0.0,33.4,64.0,EXCELLENT
LM-000154,LK-0031,2026-09-08T09:37:00+08:00,85.39,1.00e-09,0.0,40.0,64.0,EXCELLENT
LM-000155,LK-0031,2026-09-08T10:01:00+08:00,91.93,1.00e-09,0.0,35.7,64.0,EXCELLENT
LM-000156,LK-0032,2026-09-08T08:00:00+08:00,88.15,1.00e-09,0.0,30.0,64.0,EXCELLENT
LM-000157,LK-0032,2026-09-08T08:41:00+08:00,90.36,1.00e-09,0.0,36.1,64.0,EXCELLENT
LM-000158,LK-0032,2026-09-08T09:07:00+08:00,90.58,1.00e-09,0.0,38.0,64.0,EXCELLENT
LM-000159,LK-0032,2026-09-08T09:41:00+08:00,92.74,1.00e-09,0.0,39.5,64.0,EXCELLENT
LM-000160,LK-0032,2026-09-08T10:01:00+08:00,91.42,1.00e-09,0.0,42.7,64.0,EXCELLENT
LM-000161,LK-0033,2026-09-08T08:00:00+08:00,84.85,1.00e-09,0.0,38.7,64.0,EXCELLENT
LM-000162,LK-0033,2026-09-08T08:40:00+08:00,85.37,1.00e-09,0.0,36.5,64.0,EXCELLENT
LM-000163,LK-0033,2026-09-08T09:08:00+08:00,85.59,1.00e-09,0.0,35.4,64.0,EXCELLENT
LM-000164,LK-0033,2026-09-08T09:34:00+08:00,81.38,1.00e-09,0.0,37.7,64.0,EXCELLENT
LM-000165,LK-0033,2026-09-08T10:10:00+08:00,84.93,1.00e-09,0.0,39.9,64.0,EXCELLENT
LM-000166,LK-0034,2026-09-08T08:05:00+08:00,68.31,1.00e-09,0.0,40.2,4.8,EXCELLENT
LM-000167,LK-0034,2026-09-08T08:39:00+08:00,82.87,1.00e-09,0.0,41.4,4.8,EXCELLENT
LM-000168,LK-0034,2026-09-08T09:04:00+08:00,70.56,1.00e-09,0.0,33.5,4.8,EXCELLENT
LM-000169,LK-0034,2026-09-08T09:38:00+08:00,70.21,1.00e-09,0.0,32.8,4.8,EXCELLENT
LM-000170,LK-0034,2026-09-08T10:01:00+08:00,77.67,1.00e-09,0.0,36.6,4.8,EXCELLENT
LM-000171,LK-0035,2026-09-08T08:07:00+08:00,73.9,1.00e-09,0.0,34.3,4.8,EXCELLENT
LM-000172,LK-0035,2026-09-08T08:33:00+08:00,68.53,1.00e-09,0.0,42.2,4.8,EXCELLENT
LM-000173,LK-0035,2026-09-08T09:08:00+08:00,68.66,1.00e-09,0.0,33.9,4.8,EXCELLENT
LM-000174,LK-0035,2026-09-08T09:39:00+08:00,75.84,1.00e-09,0.0,33.8,4.8,EXCELLENT
LM-000175,LK-0035,2026-09-08T10:12:00+08:00,81.71,1.00e-09,0.0,33.4,4.8,EXCELLENT
LM-000176,LK-0036,2026-09-08T08:02:00+08:00,80.5,1.00e-09,0.0,30.3,64.0,EXCELLENT
LM-000177,LK-0036,2026-09-08T08:39:00+08:00,85.78,1.00e-09,0.0,38.8,64.0,EXCELLENT
LM-000178,LK-0036,2026-09-08T09:02:00+08:00,79.87,1.00e-09,0.0,38.7,64.0,EXCELLENT
LM-000179,LK-0036,2026-09-08T09:36:00+08:00,83.38,1.00e-09,0.0,32.0,64.0,EXCELLENT
LM-000180,LK-0036,2026-09-08T10:01:00+08:00,82.29,1.00e-09,0.0,41.9,64.0,EXCELLENT
LM-000181,LK-0037,2026-09-08T08:04:00+08:00,72.8,1.00e-09,0.0,38.8,64.0,EXCELLENT
LM-000182,LK-0037,2026-09-08T08:42:00+08:00,71.43,1.00e-09,0.0,40.6,64.0,EXCELLENT
LM-000183,LK-0037,2026-09-08T09:11:00+08:00,73.16,1.00e-09,0.0,32.6,64.0,EXCELLENT
LM-000184,LK-0037,2026-09-08T09:35:00+08:00,68.75,1.00e-09,0.0,41.8,64.0,EXCELLENT
LM-000185,LK-0037,2026-09-08T10:02:00+08:00,71.54,1.00e-09,0.0,42.7,64.0,EXCELLENT
LM-000186,LK-0038,2026-09-08T08:01:00+08:00,85.0,1.00e-09,0.0,38.2,64.0,EXCELLENT
LM-000187,LK-0038,2026-09-08T08:37:00+08:00,78.62,1.00e-09,0.0,30.6,64.0,EXCELLENT
LM-000188,LK-0038,2026-09-08T09:02:00+08:00,80.34,1.00e-09,0.0,41.1,64.0,EXCELLENT
LM-000189,LK-0038,2026-09-08T09:33:00+08:00,86.25,1.00e-09,0.0,30.1,64.0,EXCELLENT
LM-000190,LK-0038,2026-09-08T10:07:00+08:00,79.87,1.00e-09,0.0,38.0,64.0,EXCELLENT
LM-000191,LK-0039,2026-09-08T08:03:00+08:00,90.25,1.00e-09,0.0,35.4,64.0,EXCELLENT
LM-000192,LK-0039,2026-09-08T08:31:00+08:00,89.84,1.00e-09,0.0,31.1,64.0,EXCELLENT
LM-000193,LK-0039,2026-09-08T09:06:00+08:00,91.77,1.00e-09,0.0,33.8,64.0,EXCELLENT
LM-000194,LK-0039,2026-09-08T09:33:00+08:00,89.44,1.00e-09,0.0,41.8,64.0,EXCELLENT
LM-000195,LK-0039,2026-09-08T10:08:00+08:00,90.95,1.00e-09,0.0,34.5,64.0,EXCELLENT
LM-000196,LK-0040,2026-09-08T08:11:00+08:00,91.93,1.00e-09,0.0,34.7,64.0,EXCELLENT
LM-000197,LK-0040,2026-09-08T08:38:00+08:00,89.37,1.00e-09,0.0,42.3,64.0,EXCELLENT
LM-000198,LK-0040,2026-09-08T09:10:00+08:00,90.72,1.00e-09,0.0,39.7,64.0,EXCELLENT
LM-000199,LK-0040,2026-09-08T09:34:00+08:00,85.37,1.00e-09,0.0,37.1,64.0,EXCELLENT
LM-000200,LK-0040,2026-09-08T10:06:00+08:00,90.77,1.00e-09,0.0,29.4,64.0,EXCELLENT
LM-000201,LK-0041,2026-09-08T08:08:00+08:00,68.19,1.00e-09,0.0,36.7,4.8,EXCELLENT
LM-000202,LK-0041,2026-09-08T08:40:00+08:00,73.11,1.00e-09,0.0,42.7,4.8,EXCELLENT
LM-000203,LK-0041,2026-09-08T09:08:00+08:00,78.12,1.00e-09,0.0,40.0,4.8,EXCELLENT
LM-000204,LK-0041,2026-09-08T09:34:00+08:00,71.23,1.00e-09,0.0,32.1,4.8,EXCELLENT
LM-000205,LK-0041,2026-09-08T10:05:00+08:00,65.94,1.00e-09,0.0,41.1,4.8,EXCELLENT
LM-000206,LK-0042,2026-09-08T08:04:00+08:00,86.78,1.00e-09,0.0,39.6,64.0,EXCELLENT
LM-000207,LK-0042,2026-09-08T08:34:00+08:00,87.06,1.00e-09,0.0,42.6,64.0,EXCELLENT
LM-000208,LK-0042,2026-09-08T09:02:00+08:00,82.59,1.00e-09,0.0,31.5,64.0,EXCELLENT
LM-000209,LK-0042,2026-09-08T09:39:00+08:00,82.17,1.00e-09,0.0,36.4,64.0,EXCELLENT
LM-000210,LK-0042,2026-09-08T10:04:00+08:00,80.88,1.00e-09,0.0,37.1,64.0,EXCELLENT
LM-000211,LK-0043,2026-09-08T08:01:00+08:00,72.28,1.00e-09,0.0,34.7,64.0,EXCELLENT
LM-000212,LK-0043,2026-09-08T08:39:00+08:00,68.45,1.00e-09,0.0,30.9,64.0,EXCELLENT
LM-000213,LK-0043,2026-09-08T09:08:00+08:00,70.0,1.00e-09,0.0,33.3,64.0,EXCELLENT
LM-000214,LK-0043,2026-09-08T09:35:00+08:00,67.68,1.00e-09,0.0,31.3,64.0,EXCELLENT
LM-000215,LK-0043,2026-09-08T10:09:00+08:00,66.32,1.00e-09,0.0,34.5,64.0,EXCELLENT
LM-000216,LK-0044,2026-09-08T08:05:00+08:00,84.96,1.00e-09,0.0,41.8,64.0,EXCELLENT
LM-000217,LK-0044,2026-09-08T08:33:00+08:00,85.53,1.00e-09,0.0,40.4,64.0,EXCELLENT
LM-000218,LK-0044,2026-09-08T09:08:00+08:00,81.65,1.00e-09,0.0,33.8,64.0,EXCELLENT
LM-000219,LK-0044,2026-09-08T09:33:00+08:00,83.23,1.00e-09,0.0,42.6,64.0,EXCELLENT
LM-000220,LK-0044,2026-09-08T10:05:00+08:00,83.04,1.00e-09,0.0,31.7,64.0,EXCELLENT
LM-000221,LK-0045,2026-09-08T08:05:00+08:00,91.52,1.00e-09,0.0,40.9,64.0,EXCELLENT
LM-000222,LK-0045,2026-09-08T08:40:00+08:00,94.94,1.00e-09,0.0,33.7,64.0,EXCELLENT
LM-000223,LK-0045,2026-09-08T09:01:00+08:00,94.05,1.00e-09,0.0,32.6,64.0,EXCELLENT
LM-000224,LK-0045,2026-09-08T09:37:00+08:00,98.04,1.00e-09,0.0,34.6,64.0,EXCELLENT
LM-000225,LK-0045,2026-09-08T10:11:00+08:00,95.69,1.00e-09,0.0,34.8,64.0,EXCELLENT
LM-000226,LK-0046,2026-09-08T08:05:00+08:00,89.29,1.00e-09,0.0,33.4,64.0,EXCELLENT
LM-000227,LK-0046,2026-09-08T08:34:00+08:00,97.02,1.00e-09,0.0,38.7,64.0,EXCELLENT
LM-000228,LK-0046,2026-09-08T09:03:00+08:00,95.0,1.00e-09,0.0,35.0,64.0,EXCELLENT
LM-000229,LK-0046,2026-09-08T09:39:00+08:00,94.11,1.00e-09,0.0,38.4,64.0,EXCELLENT
LM-000230,LK-0046,2026-09-08T10:12:00+08:00,91.52,1.00e-09,0.0,34.0,64.0,EXCELLENT
LM-000231,LK-0047,2026-09-08T08:02:00+08:00,74.67,1.00e-09,0.0,29.8,64.0,EXCELLENT
